-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,2,2,2,2,2,3,3,3,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,56,56,-1,-1
-1,-1,-1,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,57,56,56,56,-1,-1
-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,57,-1,56,56,56,-1,-1
-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,52,52,52,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,53,53,53,52,52,52,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,5,5,-1,-1,-1,53,53,53,53,52,52,52,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,59,59,59,59,60,60,60,60,60,60,5,5,-1,54,54,54,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,59,59,59,59,-1,-1,-1,-1,-1,-1,5,5,-1,54,54,54,55,55,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,59,59,59,59,-1,-1,-1,-1,-1,4,4,5,-1,54,54,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,59,59,59,59,-1,-1,-1,-1,-1,4,4,-1,-1,54,54,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,54,54,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
